"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
5.473141883E0,9.336984903E-2,1.268872321E-1,9.870868683E0,9.872125751E0
5.475539122E0,8.618755639E-2,1.244931296E-1,9.863686562E0,9.864848677E0
5.477936049E0,8.618755639E-2,1.268872321E-1,9.863686562E0,9.864879181E0
5.480332820E0,7.900525630E-2,1.268872321E-1,9.866081238E0,9.867213446E0
5.482730008E0,7.182296365E-2,1.197049394E-1,9.868474960E0,9.869462288E0
5.485127143E0,8.618755639E-2,1.173108369E-1,9.861292839E0,9.862367190E0
5.487524591E0,1.005521491E-1,1.220990419E-1,9.863686562E0,9.864954713E0
5.489921883E0,9.815804660E-2,1.292813420E-1,9.863686562E0,9.865022111E0
5.492318654E0,9.097574651E-2,1.244931296E-1,9.863686562E0,9.864891673E0
5.494716206E0,9.336984903E-2,1.220990419E-1,9.868474960E0,9.869671937E0
5.497113758E0,9.576395154E-2,1.268872321E-1,9.866081238E0,9.867361861E0
5.499510737E0,8.618755639E-2,1.316754371E-1,9.863686562E0,9.864941931E0
5.501907924E0,8.379345387E-2,1.292813420E-1,9.863686562E0,9.864889639E0
5.504305008E0,1.053403467E-1,1.149167418E-1,9.870868683E0,9.872099625E0
5.506702404E0,1.125226393E-1,1.197049394E-1,9.866081238E0,9.867448992E0
5.509099435E0,1.005521491E-1,1.268872321E-1,9.868474960E0,9.869802893E0
5.511496154E0,1.005521491E-1,1.244931296E-1,9.863686562E0,9.864984636E0
5.513893549E0,1.029462516E-1,1.244931296E-1,9.861292839E0,9.862615927E0
5.516290529E0,9.336984903E-2,1.197049394E-1,9.870868683E0,9.872036049E0
5.518687195E0,8.379345387E-2,1.197049394E-1,9.866081238E0,9.867163200E0
5.521084122E0,8.858165890E-2,1.077344418E-1,9.858899117E0,9.859885659E0
5.523480945E0,8.139935881E-2,1.101285368E-1,9.861292839E0,9.862243690E0
5.525878185E0,9.336984903E-2,1.244931296E-1,9.873263359E0,9.874489649E0
5.528275112E0,1.005521491E-1,1.316754371E-1,9.880446434E0,9.881835401E0
5.530671831E0,8.858165890E-2,1.340695322E-1,9.870868683E0,9.872176554E0
5.533069435E0,9.097574651E-2,1.412518322E-1,9.870868683E0,9.872298477E0
5.535466622E0,9.097574651E-2,1.388577372E-1,9.870868683E0,9.872264513E0
5.537863549E0,9.336984903E-2,1.197049394E-1,9.873263359E0,9.874430442E0
5.540261049E0,9.097574651E-2,1.197049394E-1,9.866081238E0,9.867226806E0
5.542658445E0,8.858165890E-2,1.173108369E-1,9.858899117E0,9.859994946E0
5.545056049E0,9.336984903E-2,1.149167418E-1,9.870868683E0,9.871979150E0
5.547453185E0,8.618755639E-2,1.173108369E-1,9.878050804E0,9.879123332E0
5.549850164E0,8.379345387E-2,1.244931296E-1,9.878050804E0,9.879190633E0
5.552247976E0,8.139935881E-2,1.364636272E-1,9.870868683E0,9.872147524E0
5.554645008E0,8.618755639E-2,1.364636272E-1,9.868474960E0,9.869794763E0
5.557041674E0,8.858165890E-2,1.244931296E-1,9.866081238E0,9.867264273E0
5.559438966E0,8.858165890E-2,1.149167418E-1,9.866081238E0,9.867148097E0
5.561836049E0,1.005521491E-1,1.173108369E-1,9.861292839E0,9.862503182E0
5.564233341E0,9.336984903E-2,1.125226393E-1,9.856505394E0,9.857589860E0
5.566630320E0,9.097574651E-2,1.149167418E-1,9.861292839E0,9.862382010E0
5.569027039E0,9.576395154E-2,1.197049394E-1,9.863686562E0,9.864877728E0
5.571424383E0,9.815804660E-2,1.244931296E-1,9.868474960E0,9.869748304E0
5.573821154E0,9.576395154E-2,1.244931296E-1,9.863686562E0,9.864936992E0
5.576217404E0,1.005521491E-1,1.292813420E-1,9.858899117E0,9.860259438E0
5.578614174E0,9.815804660E-2,1.292813420E-1,9.868474960E0,9.869809862E0
5.581011258E0,9.097574651E-2,1.244931296E-1,9.870868683E0,9.872072917E0
5.583408914E0,8.858165890E-2,1.220990419E-1,9.880446434E0,9.881597878E0
5.585806101E0,8.139935881E-2,1.125226393E-1,9.882840157E0,9.883815901E0
5.588202716E0,8.379345387E-2,1.220990419E-1,9.861292839E0,9.862404675E0
5.590600112E0,8.618755639E-2,1.292813420E-1,9.861292839E0,9.862516840E0
5.592996987E0,8.139935881E-2,1.316754371E-1,9.870868683E0,9.872082497E0
5.595393393E0,7.421706617E-2,1.244931296E-1,9.868474960E0,9.869539237E0
5.597790372E0,7.900525630E-2,1.220990419E-1,9.870868683E0,9.871939959E0
5.600187091E0,8.379345387E-2,1.220990419E-1,9.870868683E0,9.871979440E0
5.602584226E0,9.097574651E-2,1.173108369E-1,9.863686562E0,9.864803648E0
5.604981154E0,9.097574651E-2,1.125226393E-1,9.854109764E0,9.855172103E0
5.607377768E0,9.336984903E-2,1.220990419E-1,9.851716042E0,9.852915054E0
5.609775424E0,8.858165890E-2,1.197049394E-1,9.861292839E0,9.862417170E0
5.612172820E0,8.139935881E-2,1.149167418E-1,9.873263359E0,9.874267622E0
5.614569539E0,8.858165890E-2,1.292813420E-1,9.885233879E0,9.886476077E0
5.616966518E0,9.097574651E-2,1.244931296E-1,9.878050804E0,9.879254163E0
5.619363341E0,7.900525630E-2,1.173108369E-1,9.866081238E0,9.867094945E0
5.621760320E0,8.379345387E-2,1.173108369E-1,9.870868683E0,9.871921380E0
5.624156831E0,8.858165890E-2,1.268872321E-1,9.858899117E0,9.860113532E0
5.626553081E0,9.576395154E-2,1.268872321E-1,9.858899117E0,9.860180672E0
5.628950320E0,9.336984903E-2,1.173108369E-1,9.870868683E0,9.872007309E0
5.631347508E0,7.900525630E-2,1.149167418E-1,9.858899117E0,9.859885368E0
5.633744799E0,7.661115378E-2,1.244931296E-1,9.851716042E0,9.852800453E0
5.636142091E0,8.618755639E-2,1.364636272E-1,9.861292839E0,9.862613603E0
5.638539174E0,9.097574651E-2,1.340695322E-1,9.870868683E0,9.872198326E0
5.640936622E0,8.618755639E-2,1.173108369E-1,9.861292839E0,9.862367190E0
5.643333445E0,9.576395154E-2,1.149167418E-1,9.849322319E0,9.850458199E0
5.645730008E0,9.576395154E-2,1.149167418E-1,9.851716042E0,9.852851646E0
5.648127716E0,8.379345387E-2,1.149167418E-1,9.858899117E0,9.859924898E0
5.650525424E0,7.661115378E-2,1.220990419E-1,9.854109764E0,9.855163960E0
5.652922560E0,6.703476608E-2,1.125226393E-1,9.854109764E0,9.854980175E0
5.655319799E0,7.421706617E-2,1.101285368E-1,9.878050804E0,9.878943474E0
5.657717091E0,8.618755639E-2,1.197049394E-1,9.870868683E0,9.871970731E0
5.660114695E0,8.618755639E-2,1.316754371E-1,9.861292839E0,9.862548513E0
5.662511674E0,9.336984903E-2,1.316754371E-1,9.868474960E0,9.869795053E0
5.664908445E0,9.576395154E-2,1.340695322E-1,9.873263359E0,9.874637954E0
5.667305893E0,8.858165890E-2,1.316754371E-1,9.878050804E0,9.879325525E0
5.669702924E0,8.379345387E-2,1.364636272E-1,9.882840157E0,9.884137455E0
5.672099695E0,7.661115378E-2,1.436459273E-1,9.873263359E0,9.874605449E0
5.674496674E0,8.379345387E-2,1.316754371E-1,9.866081238E0,9.867315681E0
5.676893654E0,8.618755639E-2,1.292813420E-1,9.866081238E0,9.867304645E0
5.679291049E0,7.900525630E-2,1.268872321E-1,9.868474960E0,9.869606894E0
5.681687872E0,9.097574651E-2,1.149167418E-1,9.868474960E0,9.869563338E0
5.684084279E0,1.053403467E-1,1.029462516E-1,9.863686562E0,9.864786217E0
5.686481883E0,9.097574651E-2,1.244931296E-1,9.863686562E0,9.864891673E0
5.688879383E0,6.703476608E-2,1.364636272E-1,9.870868683E0,9.872039533E0
5.691276310E0,7.661115378E-2,1.316754371E-1,9.880446434E0,9.881620789E0
5.693673341E0,9.576395154E-2,1.364636272E-1,9.858899117E0,9.860308557E0
5.696070060E0,9.336984903E-2,1.316754371E-1,9.846927643E0,9.848250624E0
5.698467195E0,8.618755639E-2,1.340695322E-1,9.863686562E0,9.864974177E0
5.700864122E0,8.139935881E-2,1.364636272E-1,9.870868683E0,9.872147524E0
5.703260789E0,8.379345387E-2,1.268872321E-1,9.873263359E0,9.874434215E0
5.705657976E0,8.139935881E-2,1.173108369E-1,9.868474960E0,9.869507877E0
5.708054904E0,8.618755639E-2,1.220990419E-1,9.868474960E0,9.869606604E0
5.710451414E0,9.576395154E-2,1.268872321E-1,9.870868683E0,9.872148685E0
5.712848081E0,8.858165890E-2,1.292813420E-1,9.856505394E0,9.857751212E0
5.715244747E0,8.858165890E-2,1.244931296E-1,9.851716042E0,9.852900802E0
5.717641935E0,9.336984903E-2,1.149167418E-1,9.861292839E0,9.862404385E0
5.720038810E0,9.097574651E-2,1.220990419E-1,9.868474960E0,9.869649579E0
5.722435268E0,9.336984903E-2,1.292813420E-1,9.868474960E0,9.869763403E0
5.724832612E0,1.005521491E-1,1.244931296E-1,9.868474960E0,9.869772404E0
5.727229539E0,9.576395154E-2,1.220990419E-1,9.854109764E0,9.855331458E0
5.729626049E0,8.618755639E-2,1.149167418E-1,9.854109764E0,9.855156691E0
5.732023133E0,8.379345387E-2,1.197049394E-1,9.866081238E0,9.867163200E0
5.734420320E0,7.900525630E-2,1.220990419E-1,9.861292839E0,9.862365156E0
5.736817976E0,8.139935881E-2,1.149167418E-1,9.856505394E0,9.857511364E0
5.739215060E0,8.618755639E-2,1.220990419E-1,9.849322319E0,9.850456163E0
5.741611726E0,9.097574651E-2,1.292813420E-1,9.863686562E0,9.864953261E0
5.744009226E0,8.618755639E-2,1.244931296E-1,9.868474960E0,9.869636512E0
5.746406154E0,8.379345387E-2,1.197049394E-1,9.854109764E0,9.855193040E0
5.748802768E0,8.618755639E-2,1.220990419E-1,9.854109764E0,9.855243057E0
5.751199799E0,8.379345387E-2,1.173108369E-1,9.863686562E0,9.864740025E0
5.753596831E0,8.379345387E-2,1.244931296E-1,9.868474960E0,9.869615896E0
5.755994070E0,8.858165890E-2,1.364636272E-1,9.868474960E0,9.869815960E0
5.758390893E0,8.618755639E-2,1.244931296E-1,9.868474960E0,9.869636512E0
5.760787560E0,8.618755639E-2,1.197049394E-1,9.858899117E0,9.860002503E0
5.763184851E0,9.336984903E-2,1.220990419E-1,9.858899117E0,9.860097256E0
5.765581518E0,9.815804660E-2,1.244931296E-1,9.868474960E0,9.869748304E0
5.767977716E0,9.576395154E-2,1.268872321E-1,9.866081238E0,9.867361861E0
5.770374487E0,8.858165890E-2,1.292813420E-1,9.870868683E0,9.872112688E0
5.772771049E0,8.139935881E-2,1.220990419E-1,9.866081238E0,9.867172494E0
5.775168029E0,8.618755639E-2,1.173108369E-1,9.863686562E0,9.864760652E0
5.777565008E0,9.336984903E-2,1.197049394E-1,9.858899117E0,9.860067900E0
5.779961570E0,8.858165890E-2,1.268872321E-1,9.863686562E0,9.864900388E0
5.782358914E0,7.421706617E-2,1.340695322E-1,9.880446434E0,9.881634710E0
5.784755841E0,6.942886859E-2,1.340695322E-1,9.880446434E0,9.881599908E0
5.787152247E0,6.703476608E-2,1.292813420E-1,9.873263359E0,9.874337278E0
5.789549018E0,6.464067101E-2,1.292813420E-1,9.873263359E0,9.874321315E0
5.791945893E0,7.900525630E-2,1.268872321E-1,9.873263359E0,9.874394744E0
5.794343185E0,8.618755639E-2,1.244931296E-1,9.863686562E0,9.864848677E0
5.796740008E0,8.858165890E-2,1.364636272E-1,9.880446434E0,9.881785809E0
5.799136883E0,8.618755639E-2,1.364636272E-1,9.887627602E0,9.888944848E0
5.801534383E0,7.900525630E-2,1.220990419E-1,9.868474960E0,9.869546497E0
5.803931258E0,7.421706617E-2,1.197049394E-1,9.866081238E0,9.867086522E0
5.806327612E0,7.661115378E-2,1.292813420E-1,9.863686562E0,9.864831246E0
5.808724018E0,7.900525630E-2,1.292813420E-1,9.873263359E0,9.874425799E0
5.811120685E0,7.661115378E-2,1.364636272E-1,9.868474960E0,9.869715783E0
5.813518185E0,7.900525630E-2,1.484341323E-1,9.863686562E0,9.865119721E0
5.815915164E0,7.421706617E-2,1.292813420E-1,9.873263359E0,9.874388649E0
5.818311518E0,8.139935881E-2,1.149167418E-1,9.863686562E0,9.864691799E0
5.820708601E0,9.097574651E-2,1.197049394E-1,9.851716042E0,9.852863280E0
5.823105476E0,9.097574651E-2,1.149167418E-1,9.863686562E0,9.864775468E0
5.825501987E0,9.097574651E-2,1.125226393E-1,9.880446434E0,9.881505941E0
5.827899018E0,8.618755639E-2,1.125226393E-1,9.873263359E0,9.874280682E0
5.830296414E0,9.097574651E-2,1.173108369E-1,9.856505394E0,9.857623294E0
5.832694174E0,9.336984903E-2,1.244931296E-1,9.866081238E0,9.867308420E0
5.835091049E0,8.618755639E-2,1.268872321E-1,9.870868683E0,9.872060434E0
5.837487351E0,8.379345387E-2,1.268872321E-1,9.868474960E0,9.869646385E0
5.839884747E0,9.097574651E-2,1.268872321E-1,9.870868683E0,9.872103398E0
5.842281883E0,9.336984903E-2,1.173108369E-1,9.863686562E0,9.864826017E0
5.844678497E0,8.139935881E-2,1.197049394E-1,9.863686562E0,9.864748741E0
5.847075372E0,8.139935881E-2,1.244931296E-1,9.870868683E0,9.871989311E0
5.849472351E0,8.618755639E-2,1.197049394E-1,9.875657082E0,9.876758596E0
5.851869904E0,8.618755639E-2,1.268872321E-1,9.868474960E0,9.869667001E0
5.854267091E0,7.900525630E-2,1.268872321E-1,9.861292839E0,9.862425597E0
5.856663758E0,8.379345387E-2,1.197049394E-1,9.856505394E0,9.857588407E0
5.859061101E0,1.005521491E-1,1.173108369E-1,9.858899117E0,9.860109754E0
5.861458185E0,8.858165890E-2,1.197049394E-1,9.863686562E0,9.864810620E0
5.863855060E0,7.900525630E-2,1.220990419E-1,9.856505394E0,9.857578231E0
5.866252143E0,8.618755639E-2,1.197049394E-1,9.861292839E0,9.862395958E0
5.868648810E0,7.900525630E-2,1.244931296E-1,9.858899117E0,9.860001631E0
5.871045945E0,6.703476608E-2,1.244931296E-1,9.861292839E0,9.862306457E0
5.873442716E0,7.661115378E-2,1.220990419E-1,9.870868683E0,9.871921090E0
5.875839539E0,9.097574651E-2,1.268872321E-1,9.880446434E0,9.881679953E0
5.878237560E0,9.576395154E-2,1.292813420E-1,9.875657082E0,9.876967510E0
5.880634851E0,9.815804660E-2,1.316754371E-1,9.866081238E0,9.867448121E0
5.883031570E0,9.097574651E-2,1.316754371E-1,9.868474960E0,9.869772695E0
5.885428758E0,8.379345387E-2,1.364636272E-1,9.856505394E0,9.857806158E0
5.887825841E0,8.618755639E-2,1.292813420E-1,9.866081238E0,9.867304645E0
5.890223029E0,9.576395154E-2,1.268872321E-1,9.873263359E0,9.874543051E0
5.892620216E0,9.336984903E-2,1.197049394E-1,9.878050804E0,9.879217322E0
5.895017456E0,8.858165890E-2,1.101285368E-1,9.882840157E0,9.883850695E0
5.897415164E0,8.858165890E-2,1.173108369E-1,9.882840157E0,9.883933332E0
5.899812195E0,8.858165890E-2,1.268872321E-1,9.880446434E0,9.881658202E0
5.902208966E0,8.858165890E-2,1.340695322E-1,9.868474960E0,9.869783148E0
5.904606154E0,8.618755639E-2,1.316754371E-1,9.868474960E0,9.869729721E0
5.907003133E0,9.097574651E-2,1.316754371E-1,9.875657082E0,9.876953873E0
5.909400268E0,9.097574651E-2,1.268872321E-1,9.873263359E0,9.874497775E0
5.911797091E0,8.618755639E-2,1.388577372E-1,9.875657082E0,9.877009292E0
5.914193601E0,9.097574651E-2,1.364636272E-1,9.873263359E0,9.874625475E0
5.916590997E0,9.576395154E-2,1.197049394E-1,9.873263359E0,9.874453370E0
5.918987820E0,8.858165890E-2,1.244931296E-1,9.866081238E0,9.867264273E0
5.921384018E0,8.858165890E-2,1.149167418E-1,9.851716042E0,9.852784456E0
5.923780893E0,9.097574651E-2,1.292813420E-1,9.858899117E0,9.860166431E0
5.926178081E0,9.097574651E-2,1.388577372E-1,9.870868683E0,9.872264513E0
5.928575841E0,8.618755639E-2,1.268872321E-1,9.875657082E0,9.876848255E0
5.930973133E0,8.139935881E-2,1.340695322E-1,9.861292839E0,9.862540086E0
5.933369747E0,9.097574651E-2,1.244931296E-1,9.863686562E0,9.864891673E0
5.935767091E0,8.618755639E-2,1.149167418E-1,9.873263359E0,9.874308255E0
5.938164226E0,7.900525630E-2,1.149167418E-1,9.868474960E0,9.869460255E0
5.940561154E0,8.379345387E-2,1.197049394E-1,9.851716042E0,9.852799581E0
5.942958237E0,8.618755639E-2,1.268872321E-1,9.846927643E0,9.848122291E0
5.945355216E0,8.379345387E-2,1.244931296E-1,9.868474960E0,9.869615896E0
5.947752924E0,8.858165890E-2,1.220990419E-1,9.880446434E0,9.881597878E0
5.950150372E0,9.097574651E-2,1.292813420E-1,9.866081238E0,9.867347630E0
5.952547351E0,8.858165890E-2,1.436459273E-1,9.863686562E0,9.865130179E0
5.954945112E0,8.379345387E-2,1.292813420E-1,9.861292839E0,9.862496209E0
5.957342143E0,8.618755639E-2,1.101285368E-1,9.868474960E0,9.869465772E0
5.959738810E0,8.379345387E-2,1.268872321E-1,9.887627602E0,9.888796757E0
5.962136258E0,7.661115378E-2,1.340695322E-1,9.882840157E0,9.884046412E0
5.964533654E0,7.900525630E-2,1.268872321E-1,9.878050804E0,9.879181641E0
5.966931049E0,8.618755639E-2,1.244931296E-1,9.868474960E0,9.869636512E0
5.969328081E0,8.858165890E-2,1.125226393E-1,9.858899117E0,9.859939140E0
5.971724695E0,8.858165890E-2,1.101285368E-1,9.868474960E0,9.869486970E0
5.974122247E0,8.858165890E-2,1.173108369E-1,9.875657082E0,9.876751052E0
5.976519747E0,8.379345387E-2,1.173108369E-1,9.878050804E0,9.879102736E0
5.978916883E0,7.182296365E-2,1.173108369E-1,9.873263359E0,9.874221475E0
5.981314383E0,7.421706617E-2,1.149167418E-1,9.863686562E0,9.864635149E0
5.983711362E0,9.097574651E-2,1.149167418E-1,9.861292839E0,9.862382010E0
5.986108341E0,9.336984903E-2,1.292813420E-1,9.863686562E0,9.864975630E0
5.988505268E0,8.618755639E-2,1.316754371E-1,9.866081238E0,9.867336302E0
5.990901883E0,8.379345387E-2,1.173108369E-1,9.863686562E0,9.864740025E0
5.993299279E0,7.900525630E-2,1.220990419E-1,9.856505394E0,9.857578231E0
5.995696362E0,8.618755639E-2,1.244931296E-1,9.863686562E0,9.864848677E0
5.998092976E0,9.576395154E-2,1.197049394E-1,9.873263359E0,9.874453370E0
6.000489904E0,8.618755639E-2,1.173108369E-1,9.870868683E0,9.871941991E0
6.002886831E0,8.139935881E-2,1.244931296E-1,9.868474960E0,9.869595860E0
6.005284018E0,8.618755639E-2,1.292813420E-1,9.868474960E0,9.869698071E0
6.007680841E0,7.900525630E-2,1.197049394E-1,9.861292839E0,9.862335807E0
6.010077456E0,8.139935881E-2,1.197049394E-1,9.861292839E0,9.862355276E0
6.012474851E0,8.618755639E-2,1.220990419E-1,9.863686562E0,9.864818754E0
6.014871674E0,8.139935881E-2,1.340695322E-1,9.849322319E0,9.850571082E0
6.017268289E0,8.139935881E-2,1.316754371E-1,9.858899117E0,9.860114404E0
6.019665320E0,8.379345387E-2,1.220990419E-1,9.870868683E0,9.871979440E0
6.022062091E0,9.815804660E-2,1.244931296E-1,9.868474960E0,9.869748304E0
6.024459383E0,9.576395154E-2,1.268872321E-1,9.863686562E0,9.864967496E0
6.026856258E0,8.139935881E-2,1.316754371E-1,9.866081238E0,9.867295641E0
6.029252768E0,8.618755639E-2,1.268872321E-1,9.866081238E0,9.867273567E0
6.031650424E0,8.379345387E-2,1.268872321E-1,9.866081238E0,9.867252946E0
6.034047612E0,7.661115378E-2,1.268872321E-1,9.878050804E0,9.879162785E0
6.036444174E0,8.139935881E-2,1.292813420E-1,9.887627602E0,9.888807770E0
6.038841101E0,9.576395154E-2,1.292813420E-1,9.890022278E0,9.891330803E0
6.041238341E0,8.858165890E-2,1.197049394E-1,9.878050804E0,9.879173228E0
6.043636310E0,7.421706617E-2,1.173108369E-1,9.875657082E0,9.876632665E0
6.046033654E0,8.379345387E-2,1.220990419E-1,9.868474960E0,9.869585987E0
6.048430112E0,8.139935881E-2,1.244931296E-1,9.866081238E0,9.867202409E0
6.050827664E0,8.379345387E-2,1.268872321E-1,9.880446434E0,9.881616439E0
6.053225216E0,1.005521491E-1,1.244931296E-1,9.868474960E0,9.869772404E0
6.055622195E0,9.576395154E-2,1.173108369E-1,9.863686562E0,9.864848968E0
6.058019226E0,9.097574651E-2,1.197049394E-1,9.870868683E0,9.872013696E0
6.060416570E0,9.576395154E-2,1.197049394E-1,9.868474960E0,9.869665549E0
6.062814747E0,9.336984903E-2,1.268872321E-1,9.873263359E0,9.874520123E0
6.065212195E0,8.618755639E-2,1.388577372E-1,9.870868683E0,9.872221549E0
6.067608862E0,7.182296365E-2,1.340695322E-1,9.861292839E0,9.862465698E0
6.070005997E0,7.661115378E-2,1.268872321E-1,9.866081238E0,9.867194567E0
6.072402716E0,8.858165890E-2,1.268872321E-1,9.870868683E0,9.872081626E0
6.074799383E0,9.097574651E-2,1.292813420E-1,9.866081238E0,9.867347630E0
6.077196674E0,8.858165890E-2,1.268872321E-1,9.854109764E0,9.855324770E0
6.079593810E0,8.858165890E-2,1.244931296E-1,9.851716042E0,9.852900802E0
6.081991258E0,8.858165890E-2,1.244931296E-1,9.866081238E0,9.867264273E0
6.084388341E0,8.139935881E-2,1.292813420E-1,9.863686562E0,9.864869594E0
6.086785216E0,7.661115378E-2,1.364636272E-1,9.858899117E0,9.860141144E0
6.089182976E0,7.421706617E-2,1.316754371E-1,9.863686562E0,9.864844610E0
6.091579799E0,8.379345387E-2,1.197049394E-1,9.868474960E0,9.869556660E0
6.093976154E0,9.336984903E-2,1.292813420E-1,9.868474960E0,9.869763403E0
6.096373029E0,9.336984903E-2,1.436459273E-1,9.868474960E0,9.869962012E0
6.098769799E0,9.336984903E-2,1.340695322E-1,9.868474960E0,9.869827284E0
6.101167143E0,9.336984903E-2,1.173108369E-1,9.875657082E0,9.876795156E0
6.103564383E0,9.097574651E-2,1.173108369E-1,9.878050804E0,9.879166266E0
6.105961258E0,7.421706617E-2,1.220990419E-1,9.866081238E0,9.867115857E0
6.108358654E0,6.942886859E-2,1.220990419E-1,9.866081238E0,9.867081004E0
6.110755529E0,7.900525630E-2,1.244931296E-1,9.870868683E0,9.871969860E0
6.113152039E0,8.139935881E-2,1.197049394E-1,9.863686562E0,9.864748741E0
6.115548706E0,8.379345387E-2,1.316754371E-1,9.863686562E0,9.864921305E0
6.117945529E0,8.618755639E-2,1.340695322E-1,9.873263359E0,9.874549726E0
6.120343029E0,8.139935881E-2,1.244931296E-1,9.880446434E0,9.881565976E0
6.122740008E0,8.379345387E-2,1.268872321E-1,9.873263359E0,9.874434215E0
6.125136570E0,9.576395154E-2,1.220990419E-1,9.868474960E0,9.869694876E0
6.127533810E0,9.576395154E-2,1.220990419E-1,9.866081238E0,9.867301450E0
6.129930633E0,8.618755639E-2,1.412518322E-1,9.880446434E0,9.881831921E0
6.132327299E0,7.900525630E-2,1.412518322E-1,9.885233879E0,9.886558691E0
6.134724539E0,7.421706617E-2,1.292813420E-1,9.870868683E0,9.871994246E0
6.137121622E0,7.661115378E-2,1.197049394E-1,9.868474960E0,9.869498294E0
6.139518549E0,7.661115378E-2,1.125226393E-1,9.880446434E0,9.881384131E0
6.141915216E0,8.379345387E-2,1.173108369E-1,9.894809723E0,9.895859873E0
6.144311726E0,8.858165890E-2,1.220990419E-1,9.875657082E0,9.876809084E0
6.146709174E0,8.139935881E-2,1.149167418E-1,9.866081238E0,9.867086232E0
6.149106674E0,8.139935881E-2,1.125226393E-1,9.868474960E0,9.869452125E0
6.151503810E0,8.379345387E-2,1.316754371E-1,9.863686562E0,9.864921305E0
6.153901049E0,8.379345387E-2,1.340695322E-1,9.863686562E0,9.864953551E0
6.156298341E0,8.858165890E-2,1.268872321E-1,9.861292839E0,9.862506960E0
6.158696206E0,8.139935881E-2,1.292813420E-1,9.858899117E0,9.860082723E0
6.161093810E0,8.379345387E-2,1.316754371E-1,9.866081238E0,9.867315681E0
6.163490893E0,9.097574651E-2,1.316754371E-1,9.880446434E0,9.881742596E0
6.165888497E0,8.858165890E-2,1.220990419E-1,9.885233879E0,9.886384765E0
6.168285685E0,8.139935881E-2,1.220990419E-1,9.880446434E0,9.881536104E0
6.170682404E0,7.661115378E-2,1.244931296E-1,9.878050804E0,9.879132325E0
6.173079331E0,8.379345387E-2,1.244931296E-1,9.866081238E0,9.867222450E0
6.175476362E0,9.097574651E-2,1.292813420E-1,9.851716042E0,9.852984280E0
6.177873810E0,9.336984903E-2,1.292813420E-1,9.866081238E0,9.867369993E0
6.180270581E0,8.858165890E-2,1.197049394E-1,9.878050804E0,9.879173228E0
6.182667143E0,8.139935881E-2,1.173108369E-1,9.868474960E0,9.869507877E0
6.185064851E0,8.618755639E-2,1.292813420E-1,9.861292839E0,9.862516840E0
6.187462195E0,9.815804660E-2,1.316754371E-1,9.861292839E0,9.862660386E0
6.189858914E0,9.815804660E-2,1.292813420E-1,9.866081238E0,9.867416463E0
6.192255737E0,8.858165890E-2,1.244931296E-1,9.875657082E0,9.876838970E0
6.194652716E0,8.858165890E-2,1.220990419E-1,9.870868683E0,9.872021244E0
6.197050060E0,8.858165890E-2,1.220990419E-1,9.875657082E0,9.876809084E0
6.199446831E0,1.005521491E-1,1.101285368E-1,9.870868683E0,9.871995117E0
6.201843601E0,9.815804660E-2,1.197049394E-1,9.856505394E0,9.857720977E0
6.204241414E0,8.858165890E-2,1.316754371E-1,9.854109764E0,9.855387581E0
6.206638601E0,9.097574651E-2,1.316754371E-1,9.861292839E0,9.862591519E0
6.209035424E0,8.379345387E-2,1.412518322E-1,9.878050804E0,9.879416031E0
6.211432508E0,8.618755639E-2,1.436459273E-1,9.880446434E0,9.881866432E0
6.213829539E0,9.097574651E-2,1.340695322E-1,9.870868683E0,9.872198326E0
6.216226831E0,9.576395154E-2,1.244931296E-1,9.878050804E0,9.879299417E0
6.218623758E0,9.336984903E-2,1.292813420E-1,9.882840157E0,9.884126727E0
6.221020268E0,7.900525630E-2,1.364636272E-1,9.882840157E0,9.884098022E0
6.223417247E0,7.661115378E-2,1.412518322E-1,9.868474960E0,9.869783148E0
6.225814331E0,9.336984903E-2,1.292813420E-1,9.866081238E0,9.867369993E0
6.228211101E0,9.815804660E-2,1.149167418E-1,9.873263359E0,9.874419994E0
6.230607924E0,1.005521491E-1,1.220990419E-1,9.858899117E0,9.860167884E0
6.233005060E0,9.336984903E-2,1.292813420E-1,9.854109764E0,9.855400085E0
6.235402664E0,8.379345387E-2,1.244931296E-1,9.854109764E0,9.855252362E0
6.237799695E0,8.139935881E-2,1.173108369E-1,9.863686562E0,9.864719979E0
6.240196154E0,7.900525630E-2,1.077344418E-1,9.868474960E0,9.869379240E0
6.242593497E0,8.379345387E-2,1.125226393E-1,9.866081238E0,9.867078680E0
6.244990633E0,8.379345387E-2,1.268872321E-1,9.873263359E0,9.874434215E0
6.247387299E0,8.618755639E-2,1.220990419E-1,9.861292839E0,9.862425307E0
6.249784435E0,9.097574651E-2,1.197049394E-1,9.858899117E0,9.860045520E0
6.252181414E0,9.097574651E-2,1.220990419E-1,9.863686562E0,9.864861750E0
6.254578758E0,8.379345387E-2,1.197049394E-1,9.861292839E0,9.862375326E0
6.256975945E0,8.139935881E-2,1.173108369E-1,9.863686562E0,9.864719979E0
6.259372612E0,9.097574651E-2,1.197049394E-1,9.866081238E0,9.867226806E0
6.261770164E0,8.858165890E-2,1.197049394E-1,9.863686562E0,9.864810620E0
6.264166831E0,8.139935881E-2,1.173108369E-1,9.866081238E0,9.867114405E0
